STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,ALARM_SOURCE_DESCRIPTION_TX,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY
1.50E+15,1/1/2015 21:32,BROOKLYN,2852,17 AVE & 65 ST,BROOKLYN,11204,62,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,7
1.50E+15,1/1/2015 21:35,BRONX,3951,LIEBIG AVE & W 261 ST,BRONX,10471,50,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,54
1.50E+15,1/1/2015 21:35,MANHATTAN,872,7 AVE & 52 ST,MANHATTAN,10019,18,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,9
1.50E+15,1/1/2015 21:36,MANHATTAN,1085,WEST END AVE & 79 ST,MANHATTAN,10024,20,Private Fire Alarm,Alarm System - Testing,NonMedical Emergencies,50
1.50E+15,1/1/2015 21:36,BRONX,2721,ED L GRANT HWY & 170 ST,BRONX,10452,44,UCT/911,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,13
1.50E+15,1/1/2015 21:38,QUEENS,2023,134 AVE. & 96 ST.,QUEENS,11417,106,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 21:38,MANHATTAN,654,8 AVE & W 27 ST,MANHATTAN,10001,10,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 21:39,BRONX,2221,GERARD AVE & E 149 ST,BRONX,10451,44,Phone,Utility Emergency - Electric,NonMedical Emergencies,53
1.50E+15,1/1/2015 21:39,BRONX,3438,MACE AVE & BRONXWOOD AVE,BRONX,10469,49,UCT/911,Utility Emergency - Water,NonMedical Emergencies,13
1.50E+15,1/1/2015 21:40,QUEENS,7506,ASTORIA BLVD & 21 ST,QUEENS,11102,114,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,42
1.50E+15,1/1/2015 21:41,RICHMOND / STATEN ISLAND,2027,MAPLETON AND PATTERSON AVES,RICHMOND / STATEN ISLAND,10306,122,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 21:42,MANHATTAN,958,AMSTERDAM AVE & 63 ST,MANHATTAN,10023,20,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,325
1.50E+15,1/1/2015 21:42,QUEENS,4310,20 AVE & PARSONS BLVD,QUEENS,11357,109,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 21:44,MANHATTAN,1249,3 AVE & 98 ST,MANHATTAN,10029,23,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 21:44,BRONX,4421,GIVAN AVE AND EASTCHESTER RD,BRONX,10469,47,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 21:45,BROOKLYN,3319,AVENUE R & E 16 ST,BROOKLYN,11229,61,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,9
1.50E+15,1/1/2015 21:45,QUEENS,7317,SKILLMAN AVE & 42 ST,QUEENS,11104,108,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 21:45,BROOKLYN,1072,FRANKLIN AVE & LINCOLN PL,BROOKLYN,11238,77,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 21:46,QUEENS,9172,99 ST & 65 RD,QUEENS,11374,112,UCT/911,Odor - Other Smoke,NonMedical Emergencies,14
1.50E+15,1/1/2015 21:46,BRONX,2697,TURNBULL & HAVEMEYER AVES,BRONX,10473,43,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,5
1.50E+15,1/1/2015 21:47,MANHATTAN,832,8 AVE & 47 ST,MANHATTAN,10036,18,Verbal,Non-Medical 10-91 (Unnecessary Alarm),NonMedical Emergencies,16
1.50E+15,1/1/2015 21:48,BROOKLYN,2448,GLENWOOD RD & BEDFORD AVE,BROOKLYN,11210,70,Phone,Non-Medical MFA - Phone,NonMedical MFAs,49
1.50E+15,1/1/2015 21:49,MANHATTAN,612,2 AVE & E 23 ST,MANHATTAN,10010,13,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 21:49,BRONX,2764,WEBSTER AVE-600' SO. OF E171 ST,BRONX,10456,42,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 21:49,QUEENS,7722,31 AVE & DITMARS BLVD,QUEENS,11369,115,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 21:51,MANHATTAN,560,HUDSON ST & W 14 ST,MANHATTAN,10014,10,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,44
1.50E+15,1/1/2015 21:51,QUEENS,1223,ROCKAWAY BEACH BLVD & BEACH 60 ST,QUEENS,11692,100,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 21:53,QUEENS,8560,91 AVE & 89 ST,QUEENS,11421,102,UCT/911,Multiple Dwelling 'A' - Other fire,Structural Fires,6
1.50E+15,1/1/2015 21:53,BROOKLYN,3205,FILLMORE AVE & E 32 ST,BROOKLYN,11234,63,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,84
1.50E+15,1/1/2015 21:55,BROOKLYN,2479,DORCHESTER RD & MARLBOROUGH RDS,BROOKLYN,11226,70,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,7
1.50E+15,1/1/2015 21:56,BRONX,3692,SCHIEFFELIN AVE & 226 DR,BRONX,10466,47,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,72
1.50E+15,1/1/2015 21:56,MANHATTAN,1759,ST. NICHOLAS AVE AND 184TH ST,MANHATTAN,10033,34,Phone,Utility Emergency - Electric,NonMedical Emergencies,45
1.50E+15,1/1/2015 21:56,BROOKLYN,783,LEWIS AVE & PULASKI ST,BROOKLYN,11221,81,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,15
1.50E+15,1/1/2015 21:57,BROOKLYN,460,CADMAN PLAZA W & CLINTON ST,BROOKLYN,11201,84,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 21:58,BROOKLYN,3312,AVENUE V & E 15 ST,BROOKLYN,11229,61,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,338
1.50E+15,1/1/2015 21:59,BROOKLYN,304,KENT AVE & DIVISION AVE,BROOKLYN,11249,90,UCT/911,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,6
1.50E+15,1/1/2015 21:59,MANHATTAN,1476,AC POWELL JR BLVD & W125 ST\M.L.KING JR,MANHATTAN,10027,28,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 22:00,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/1/2015 22:01,BROOKLYN,2208,CHURCH AVE & E 94 ST,BROOKLYN,11212,67,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 22:02,MANHATTAN,1607,EDGECOMBE AVE & W 142 ST,MANHATTAN,10030,30,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 22:03,MANHATTAN,1514,W 129 ST & LENOX AVE/MALCOLM X BLVD,MANHATTAN,10027,32,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,5
1.50E+15,1/1/2015 22:04,QUEENS,7341,"BROADWAY, 200 FEET EAST OF 50 ST",QUEENS,11377,114,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,7
1.50E+15,1/1/2015 22:04,BROOKLYN,1914,HEGEMAN AVE & JEROME ST,BROOKLYN,11207,75,UCT/911,Utility Emergency - Water,NonMedical Emergencies,10
1.50E+15,1/1/2015 22:04,BROOKLYN,1772,NEW LOTS AVE & HENDRIX ST,BROOKLYN,11207,75,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/1/2015 22:11,BRONX,3463,HOLLAND AVE & ARNOW AVE,BRONX,10467,49,Phone,Odor - Other Than Smoke,NonMedical Emergencies,57
1.50E+15,1/1/2015 22:12,MANHATTAN,610,E 23 ST & ASSER LEVY PL,MANHATTAN,10010,13,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 22:12,QUEENS,7452,30TH RD AND 21ST ST,QUEENS,11102,114,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,9
1.50E+15,1/1/2015 22:15,RICHMOND / STATEN ISLAND,1492,SEA VIEW AVE & MASON AVE,RICHMOND / STATEN ISLAND,10305,122,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 22:15,BROOKLYN,3894,SNYDER AVE & E 34 ST,BROOKLYN,11203,67,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 22:15,BRONX,3149,ANDREWS AVENUE & 180 ST,BRONX,10453,46,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 22:16,BROOKLYN,638,GRAND AVE & CLIFTON PL,BROOKLYN,11238,88,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,7
1.50E+15,1/1/2015 22:17,BROOKLYN,2048,EUCLID & DUMONT AVES,BROOKLYN,11208,75,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,18
1.50E+15,1/1/2015 22:19,BROOKLYN,2504,PARKVILLE AVE & OCEAN PWAY,BROOKLYN,11230,70,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,39
1.50E+15,1/1/2015 22:20,BROOKLYN,853,HOWARD & PUTNAM AVES,BROOKLYN,11221,81,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,21
1.50E+15,1/1/2015 22:20,MANHATTAN,833,10 AVE & W 47 ST,MANHATTAN,10036,18,Phone,Odor - Other Than Smoke,NonMedical Emergencies,33
1.50E+15,1/1/2015 22:21,MANHATTAN,1312,AMSTERDAM AVE & 107 ST,MANHATTAN,10025,24,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 22:21,MANHATTAN,635,10 AVE & W 25 ST,MANHATTAN,10001,10,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 22:23,MANHATTAN,1821,BROADWAY AND 212TH ST,MANHATTAN,10034,34,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,7
1.50E+15,1/1/2015 22:24,QUEENS,9609,91 AVE & 104 ST,QUEENS,11418,102,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,17
1.50E+15,1/1/2015 22:27,BROOKLYN,3211,AVENUE N & NOSTRAND AVE,BROOKLYN,11210,63,PD Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,19
1.50E+15,1/1/2015 22:28,BRONX,3108,PARK AVE & E 178 ST,BRONX,10457,48,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 22:30,MANHATTAN,1658,RIVERSIDE DR & 152 ST,MANHATTAN,10031,30,UCT/911,Alarm System - Unnecessary,NonMedical Emergencies,12
1.50E+15,1/1/2015 22:32,BRONX,3701,BROADWAY & W 225 ST,BRONX,10463,50,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 22:34,BRONX,3488,BURKE & PEARSALL AVES,BRONX,10469,49,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 22:34,BRONX,3859,NEREID AVE & BRONX BLVD,BRONX,10466,47,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,8
1.50E+15,1/1/2015 22:35,BROOKLYN,650,WILLOUGHBY AVE & KENT AVE,BROOKLYN,11205,79,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,16
1.50E+15,1/1/2015 22:36,BROOKLYN,783,LEWIS AVE & PULASKI ST,BROOKLYN,11221,81,Phone,Odor - Other Than Smoke,NonMedical Emergencies,48
1.50E+15,1/1/2015 22:36,BROOKLYN,815,WILSON AVE & COOPER ST,BROOKLYN,11207,83,UCT/911,Demolition Debris or Rubbish Fire,NonStructural Fires,21
1.50E+15,1/1/2015 22:38,MANHATTAN,644,PARK AVE S & E 26 ST,MANHATTAN,10010,13,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 22:39,MANHATTAN,297,"BARUCH DR, 350' S OF E. HOUSTON ST",MANHATTAN,10002,7,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,4
1.50E+15,1/1/2015 22:42,BRONX,2647,RANDALL AVE 500' W OF ROSEDALE AVE,BRONX,10473,43,UCT/911,Multiple Dwelling 'A' - Other fire,Structural Fires,5
1.50E+15,1/1/2015 22:42,QUEENS,1065,HICKSVILLE RD & READS LA.,QUEENS,11691,101,UCT/911,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,13
1.50E+15,1/1/2015 22:43,MANHATTAN,803,BROADWAY & W 44 ST,MANHATTAN,10036,14,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,4
1.50E+15,1/1/2015 22:43,RICHMOND / STATEN ISLAND,2075,GREELEY AVE AND OLDFIELD ST,RICHMOND / STATEN ISLAND,10306,122,Verbal,Assist Civilian - Non-Medical,NonMedical Emergencies,59
1.50E+15,1/1/2015 22:44,MANHATTAN,1477,W 125 ST/KING BD & LENOX AVE/MALCOLM X,MANHATTAN,10027,28,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,5
1.50E+15,1/1/2015 22:45,QUEENS,7951,PETTIT AVE & JUDGE ST,QUEENS,11373,110,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 22:49,QUEENS,2109,97 AVE & ROCKAWAY BLVD,QUEENS,11416,102,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,19
1.50E+15,1/1/2015 22:50,BROOKLYN,2377,FLATLANDS AVE & E 76 ST,BROOKLYN,11236,69,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,79
1.50E+15,1/1/2015 22:52,BRONX,2783,3 AVE & CLAREMONT PWAY,BRONX,10457,42,Phone,Utility Emergency - Electric,NonMedical Emergencies,58
1.50E+15,1/1/2015 22:54,MANHATTAN,1598,ST NICHOLAS AVE & W 141 ST,MANHATTAN,10030,30,Private Fire Alarm,Multiple Dwelling 'B' Fire,Structural Fires,38
1.50E+15,1/1/2015 22:54,BROOKLYN,583,3 AVE & BERGEN ST,BROOKLYN,11217,78,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,5
1.50E+15,1/1/2015 22:56,BRONX,3722,BROADWAY & W 230 ST,BRONX,10463,50,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 22:56,BROOKLYN,2360,FARRAGUT RD OPP E 58 ST,BROOKLYN,11234,63,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 22:59,MANHATTAN,1712,HAVEN AVE & 171 ST,MANHATTAN,10032,33,UCT/911,Utility Emergency - Water,NonMedical Emergencies,9
1.50E+15,1/1/2015 22:59,BROOKLYN,3405,AVENUE X & W 8 ST,BROOKLYN,11223,60,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 23:01,MANHATTAN,1424,PLEASANT AVE & E 119 ST,MANHATTAN,10035,25,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 23:01,MANHATTAN,423,AVENUE A & 3 ST,MANHATTAN,10009,9,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/1/2015 23:05,BROOKLYN,3497,CROPSEY AVE & BAY 10 ST,BROOKLYN,11228,62,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,8
1.50E+15,1/1/2015 23:06,BROOKLYN,1238,FLATBUSH AVE & 4 AVE,BROOKLYN,11217,88,UCT/911,Non-Medical MFA - Phone,NonMedical MFAs,9
1.50E+15,1/1/2015 23:06,QUEENS,1065,HICKSVILLE RD & READS LA.,QUEENS,11691,101,UCT/911,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,16
1.50E+15,1/1/2015 23:06,BROOKLYN,1619,RALPH AVE & DEAN ST,BROOKLYN,11233,77,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 23:08,BRONX,3279,VAN NEST AVE & WILLIAMSBRIDGE RD,BRONX,10461,49,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/1/2015 23:08,MANHATTAN,1461,2 AVE & 123 ST,MANHATTAN,10035,25,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,203
1.50E+15,1/1/2015 23:10,RICHMOND / STATEN ISLAND,3222,RIDGEWOOD AND LAMOKA AVES,RICHMOND / STATEN ISLAND,10312,122,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,8
1.50E+15,1/1/2015 23:14,QUEENS,9343,38 AVE & 108 ST,QUEENS,11368,115,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 23:20,QUEENS,7841,ROOSEVELT AVE & 80 ST,QUEENS,11372,115,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 23:22,MANHATTAN,1505,W 128 ST & LENOX AVE/MALCOLM X BLVD,MANHATTAN,10027,32,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 23:23,BROOKLYN,955,NOSTRAND AVE & PACIFIC ST,BROOKLYN,11216,77,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,22
1.50E+15,1/1/2015 23:24,BRONX,2702,UNION AVE & 169 ST,BRONX,10456,42,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,52
1.50E+15,1/1/2015 23:25,BROOKLYN,636,DEKALB AVE & HALL ST,BROOKLYN,11205,88,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,4
1.50E+15,1/1/2015 23:26,BRONX,2553,SOUTHERN BLVD & 167 ST,BRONX,10459,41,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,86
1.50E+15,1/1/2015 23:26,BROOKLYN,1540,BEVERLEY RD & E 19 ST,BROOKLYN,11226,70,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 23:26,BROOKLYN,1072,FRANKLIN AVE & LINCOLN PL,BROOKLYN,11238,77,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 23:27,BROOKLYN,1622,BUFFALO AVE & PARK PL,BROOKLYN,11233,77,Phone,Utility Emergency - Electric,NonMedical Emergencies,46
1.50E+15,1/1/2015 23:27,BRONX,3165,LAFONTAIN AVE & E 181 ST,BRONX,10457,48,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/1/2015 23:30,MANHATTAN,1259,2 AVE & 99 ST,MANHATTAN,10029,23,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 23:32,BROOKLYN,709,FLUSHING AVE OPP GARDEN ST,BROOKLYN,11206,90,UCT/911,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,15
1.50E+15,1/1/2015 23:33,QUEENS,4653,43 AVE & NATIONAL ST,QUEENS,11368,110,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,216
1.50E+15,1/1/2015 23:36,BROOKLYN,2596,12 AVE & 61 ST,BROOKLYN,11219,66,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 23:38,QUEENS,7117,49 AVE & VERNON BLVD,QUEENS,11101,108,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,14
1.50E+15,1/1/2015 23:40,BROOKLYN,766,MYRTLE AVE & BLEECKER ST,BROOKLYN,11237,83,UCT/911,Demolition Debris or Rubbish Fire,NonStructural Fires,6
1.50E+15,1/1/2015 23:40,BRONX,2895,WESTCHESTER AVE & MORRISON AVE,BRONX,10472,43,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/1/2015 23:41,MANHATTAN,451,AVENUE D & 10 ST,MANHATTAN,10009,9,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,5
1.50E+15,1/1/2015 23:41,BRONX,4457,FOOT OF DE KRUIF PL,BRONX,10475,45,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 23:42,MANHATTAN,655,10 AVE & W 27 ST,MANHATTAN,10001,10,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 23:43,BROOKLYN,8386,"LINDEN PLAZA HOUSES, DUMONT AVE. & ELDER",BROOKLYN,11208,75,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,36
1.50E+15,1/1/2015 23:45,BRONX,2226,BERGEN AVE & E 149 ST,BRONX,10455,40,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/1/2015 23:46,BROOKLYN,924,ATLANTIC & ALBANY AVES,BROOKLYN,11213,81,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,33
1.50E+15,1/1/2015 23:47,BROOKLYN,3052,FLATLANDS AVE & E 36 ST,BROOKLYN,11234,63,UCT/911,Carbon Monoxide - Code 2 - Incident (1-9 ppm),NonMedical Emergencies,7
1.50E+15,1/1/2015 23:48,MANHATTAN,1289,1 AVE & 104 ST,MANHATTAN,10029,23,UCT/911,Multiple Dwelling 'A' - Other fire,Structural Fires,10
1.50E+15,1/1/2015 23:52,BROOKLYN,3619,OCEANVIEW AVE & BRIGHTON 12 ST,BROOKLYN,11235,60,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/1/2015 23:53,MANHATTAN,802,9 AVE & W 44 ST,MANHATTAN,10036,14,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/1/2015 23:53,QUEENS,4487,CHERRY AVE & MURRAY ST,QUEENS,11355,109,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/1/2015 23:55,BRONX,2163,WILLIS AVE & 140 ST,BRONX,10454,40,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,5
1.50E+15,1/1/2015 23:55,QUEENS,9143,70 RD & 108 ST,QUEENS,11375,112,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,8
1.50E+15,1/1/2015 23:57,BRONX,3658,BARNES AVE & 221 ST,BRONX,10467,47,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/2/2015 0:00,BROOKLYN,698,FRANKLIN AVE & DEKALB AVE,BROOKLYN,11205,79,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,8
1.50E+15,1/2/2015 0:00,BROOKLYN,2458,OCEAN AVE & CORTELYOU RD,BROOKLYN,11226,70,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/2/2015 0:01,MANHATTAN,1289,1 AVE & 104 ST,MANHATTAN,10029,23,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,31
1.50E+15,1/2/2015 0:04,QUEENS,4172,PUTNAM AVE & 60 LA,QUEENS,11385,104,UCT/911,Defective Oil Burner,NonMedical Emergencies,6
1.50E+15,1/2/2015 0:05,QUEENS,6094,LIBERTY AVE & 134 ST,QUEENS,11419,102,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/2/2015 0:06,RICHMOND / STATEN ISLAND,378,"BROADWAY, 300' S OF HENDERSON AV",RICHMOND / STATEN ISLAND,10310,120,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,52
1.50E+15,1/2/2015 0:06,BROOKLYN,2986,AVENUE M & E 7 ST,BROOKLYN,11230,66,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,10
1.50E+15,1/2/2015 0:08,MANHATTAN,1754,AUDUBON AVE AND 183RD ST,MANHATTAN,10033,34,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/2/2015 0:10,BRONX,4723,OPP 10 RICHMAN PLZ-SEDWICK AV & W 176 ST,BRONX,10453,46,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/2/2015 0:10,BROOKLYN,1083,BEDFORD AVE & SULLIVAN PL,BROOKLYN,11225,71,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,13
1.50E+15,1/2/2015 0:12,BRONX,4779,MARION AVE & 188 ST,BRONX,10458,46,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,32
1.50E+15,1/2/2015 0:12,BRONX,3239,BOGART AVE & VAN NEST AVE,BRONX,10462,49,UCT/911,Non-Medical MFA - Phone,NonMedical MFAs,32
1.50E+15,1/2/2015 0:12,MANHATTAN,1936,N CENTRAL RD OPP OCTAGON-ROOSEVELT IS.,MANHATTAN,10044,114,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,45
1.50E+15,1/2/2015 0:14,BROOKLYN,3341,AVENUE R & E 9 ST,BROOKLYN,11223,61,UCT/911,Utility Emergency - Water,NonMedical Emergencies,12
1.50E+15,1/2/2015 0:15,BRONX,2799,M.L.KING JR BLVD & W 174 ST,BRONX,10453,46,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,3
1.50E+15,1/2/2015 0:16,MANHATTAN,176,CENTER & CANAL STS,MANHATTAN,10013,5,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/2/2015 0:18,MANHATTAN,7102,BMT LP J-M-Z ESSEX ST & DELANCEY ST,MANHATTAN,10002,7,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/2/2015 0:19,MANHATTAN,1671,AMSTERDAM AVE & 156 ST,MANHATTAN,10032,33,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/2/2015 0:19,MANHATTAN,862,LEXINGTON AVE & 51 ST,MANHATTAN,10022,18,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,44
1.50E+15,1/2/2015 0:22,BROOKLYN,1954,COZINE AVE & VAN SICLEN AVE,BROOKLYN,11207,75,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/2/2015 0:22,MANHATTAN,848,BROADWAY & 49 ST,MANHATTAN,10019,18,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,33
1.50E+15,1/2/2015 0:23,BRONX,3558,ORLOFF AVE & CANNON PL,BRONX,10463,50,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,12
1.50E+15,1/2/2015 0:26,BRONX,2299,CONCOURSE VILLAGE EAST & 156 ST,BRONX,10451,40,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,12
1.50E+15,1/2/2015 0:26,MANHATTAN,160,LAFAYETTE & FRANKLIN STS,MANHATTAN,10013,5,Verbal,Assist Civilian - Non-Medical,NonMedical Emergencies,20
1.50E+15,1/2/2015 0:27,BRONX,4782,POPHAM AVE & PALISADE PL,BRONX,10453,46,UCT/911,Automobile Fire,NonStructural Fires,13
